english,pos,cefr,translation_tr,alt_translation_tr,disambiguation,warning
genuinely,adverb,B2,gerçekten,içtenlikle,,
geography,noun,A1,coğrafya,,,
gesture,noun,B2,jest,el kol hareketi,,
get,verb,A1,almak (elde etmek),,,
ghost,noun,B1,hayalet,,,
giant,adjective,B1,dev,,bijvoeglijk naamwoord — zie ook giant (zelfstandig) (huge),
giant,noun,B1,dev (varlık),,zelfstandig naamwoord — zie ook giant (bijvoeglijk) (a huge legendary being),
gift,noun,A2,hediye,,,
gig,noun,C1,konser,,zelfstandig naamwoord (concert/optreden) — zie ook gig (los baantje),
gig,noun,C1,geçici iş,,"zelfstandig naamwoord (tijdelijk baantje, gig economy) — zie ook gig (concert)",
girl,noun,A1,kız,,,
girlfriend,noun,A1,kız arkadaş,,,
give,verb,A1,vermek,,,
glad,adjective,B1,memnun,,,
glance,noun,C1,bakış,,zelfstandig naamwoord — zie ook glance (werkwoord) (a quick look),
glance,verb,C1,göz atmak,,werkwoord — zie ook glance (zelfstandig naamwoord) (to look quickly),
glass,noun,A1,cam,,zelfstandig naamwoord (het materiaal glas) — zie ook glass (drinkglas),
glass,noun,A1,bardak,,zelfstandig naamwoord (een drinkglas) — zie ook glass (het materiaal),
glimpse,noun,C1,göz ucuyla bakış,kısa bakış,,
global,adjective,B1,küresel,,,
globalization,noun,B2,küreselleşme,,,
globe,noun,B2,küre,dünya,,
glorious,adjective,C1,muhteşem,görkemli,,
glory,noun,C1,zafer,şan,,
glove,noun,B1,eldiven,,,
go,verb,A1,gitmek,,werkwoord — zie ook go (zelfstandig naamwoord) (to move from one place to another),
go,noun,B1,deneme (sıra),,"zelfstandig naamwoord — zie ook go (werkwoord) (a turn, an attempt)",
goal,noun,A2,hedef,,zelfstandig naamwoord (doelstelling) — zie ook goal (sportdoelpunt),
goal,noun,B1,gol,,"zelfstandig naamwoord (doelpunt, bv. bij voetbal) — zie ook goal (doelstelling)",
god,noun,A2,tanrı,,,
gold,noun,A2,altın,,,
golden,adjective,B2,altın,altın rengi,,
golf,noun,A2,golf,,,
good,adjective,A1,iyi,,"bijvoeglijk naamwoord — zie ook good (zelfstandig) (of high quality, pleasant)",
good,noun,A2,fayda (iyilik),,"zelfstandig naamwoord — zie ook good (bijvoeglijk) (benefit, moral rightness)",
goodbye,exclamation,A1,hoşça kal,,,
goodness,noun,B2,iyilik,,,
goods,noun,B2,mal (ürünler),,,
gorgeous,adjective,B2,muhteşem,çok güzel,,
govern,verb,B2,yönetmek (hükümet olarak),,,
governance,noun,C1,yönetişim,yönetim,,
government,noun,A2,hükümet,,,
governor,noun,B2,vali,,,
grab,verb,B2,kapmak,,,
grace,noun,C1,zarafet,lütuf,,
grade,verb,B2,not vermek,,werkwoord — zie ook grade (zelfstandig naamwoord) (to give a mark to schoolwork),
grade,noun,B1,not,,"zelfstandig naamwoord (cijfer/beoordeling) — zie ook grade (leerjaar) (a mark for schoolwork, or a level of quality)",
grade,noun,B1,sınıf,,"zelfstandig naamwoord (leerjaar op school, bv. ""5th grade"") — zie ook grade (cijfer) (a mark for schoolwork, or a level of quality)",
gradually,adverb,B2,yavaş yavaş,,,
graduate,noun,B1,mezun,,zelfstandig naamwoord — zie ook graduate (werkwoord) (someone who finished a degree),
graduate,verb,B1,mezun olmak,,werkwoord — zie ook graduate (zelfstandig naamwoord) (to complete a degree),
grain,noun,B1,tahıl,,zelfstandig naamwoord (graan/graangewas) — zie ook grain (korrel),
grain,noun,B2,tane,,zelfstandig naamwoord (een enkele korrel/deeltje) — zie ook grain (graan),
grand,adjective,B2,görkemli,büyük,,
grandfather,noun,A1,büyükbaba,,,
grandmother,noun,A1,büyükanne,,,
grandparent,noun,A1,büyükanne/büyükbaba,,,
grant,verb,B2,vermek (bahşetmek),,"werkwoord — zie ook grant (zelfstandig naamwoord) (to formally give, allow)",
grant,noun,B2,hibe (burs),,zelfstandig naamwoord — zie ook grant (werkwoord) (a sum of money given for a purpose),
graphic,adjective,B2,grafik,,bijvoeglijk naamwoord (met betrekking tot grafisch ontwerp) — zie ook graphic (schokkend),
graphic,adjective,C1,çarpıcı,,"bijvoeglijk naamwoord (schokkend/expliciet gedetailleerd, bv. graphic violence) — zie ook graphic (grafisch)",
graphics,noun,B2,grafikler,,,
grasp,verb,C1,kavramak,sıkıca tutmak,"werkwoord — zie ook grasp (zelfstandig naamwoord) (to hold firmly, or to understand)",
grasp,noun,C1,kavrayış,,"zelfstandig naamwoord — zie ook grasp (werkwoord) (a firm hold, or understanding)",
grass,noun,A2,çim,ot,,
grateful,adjective,B1,minnettar,,,
grave,noun,C1,mezar,,zelfstandig naamwoord — zie ook grave (bijvoeglijk) (a place where a body is buried),
grave,adjective,C1,ciddi,vahim,"bijvoeglijk naamwoord — zie ook grave (zelfstandig, mezar) (very serious)",
gravity,noun,C1,yer çekimi,,zelfstandig naamwoord (natuurkundige zwaartekracht) — zie ook gravity (ernst),
gravity,noun,C1,ciddiyet,,zelfstandig naamwoord (ernst van een situatie) — zie ook gravity (zwaartekracht),
gray,adjective,A1,gri,,,
great,adjective,A1,harika,büyük,,
greatly,adverb,B2,büyük ölçüde,,,
green,adjective,A1,yeşil,,,
greenhouse,noun,B2,sera,,,
greet,verb,A2,selamlamak,,,
grid,noun,C1,şebeke,,"zelfstandig naamwoord (netwerk, bv. elektriciteitsnet) — zie ook grid (raster)",
grid,noun,C1,ızgara,,zelfstandig naamwoord (fysiek rasterpatroon) — zie ook grid (netwerk),
grief,noun,C1,keder,yas,,
grin,verb,C1,sırıtmak,,werkwoord — zie ook grin (zelfstandig naamwoord) (to smile widely),
grin,noun,C1,sırıtış,,zelfstandig naamwoord — zie ook grin (werkwoord) (a wide smile),
grind,verb,C1,öğütmek,,,
grip,noun,C1,kavrama,tutuş,zelfstandig naamwoord — zie ook grip (werkwoord) (a tight hold),
grip,verb,C1,sıkıca tutmak,,werkwoord — zie ook grip (zelfstandig naamwoord) (to hold tightly),
grocery,noun,A2,bakkaliye,,,
gross,adjective,C1,brüt,,"bijvoeglijk naamwoord (bruto, bv. brutoloon) — zie ook gross (walgelijk)",
gross,adjective,C1,iğrenç,,bijvoeglijk naamwoord (walgelijk) — zie ook gross (bruto),
ground,noun,A2,zemin,yer,,
group,noun,A1,grup,,,
grow,verb,A1,büyümek,yetiştirmek,,
growth,noun,B1,büyüme,,,
guarantee,verb,B2,garanti etmek,,werkwoord — zie ook guarantee (zelfstandig naamwoord) (to firmly promise),
guarantee,noun,B2,garanti,,zelfstandig naamwoord — zie ook guarantee (werkwoord) (a firm promise),
guard,noun,B1,bekçi,muhafız,zelfstandig naamwoord — zie ook guard (werkwoord) (someone who protects),
guard,verb,B1,korumak,,"werkwoord — zie ook guard (zelfstandig naamwoord) (to protect, watch over)",
guerrilla,noun,C1,gerilla,,,
guess,verb,A1,tahmin etmek,,werkwoord — zie ook guess (zelfstandig naamwoord) (to estimate without certain knowledge),
guess,noun,A1,tahmin,,zelfstandig naamwoord — zie ook guess (werkwoord) (an estimate without certain knowledge),
guest,noun,A2,misafir,,,
guidance,noun,C1,rehberlik,,,
guide,noun,A2,rehber,,zelfstandig naamwoord — zie ook guide (werkwoord) (someone/something that shows the way),
guide,verb,A2,rehberlik etmek,,"werkwoord — zie ook guide (zelfstandig naamwoord) (to show the way, direct)",
guideline,noun,B2,kılavuz,yönerge,,
guilt,noun,C1,suçluluk,,,
guilty,adjective,B1,suçlu,,,
guitar,noun,A1,gitar,,,
gun,noun,A2,silah (ateşli),,,
gut,noun,C1,bağırsak,,"zelfstandig naamwoord (darm, letterlijk) — zie ook gut (intuïtie)",
gut,noun,C1,içgüdü,,"zelfstandig naamwoord (buikgevoel/intuïtie, informeel) — zie ook gut (darm)",
guy,noun,A2,adam,herif,,informeel
gym,noun,A1,spor salonu,,,
habit,noun,A2,alışkanlık,,,
habitat,noun,B2,yaşam alanı,habitat,,
hail,verb,C1,selamlamak,dolu yağmak,"begroeten/verwelkomen, of hagelen",
hair,noun,A1,saç,,,
half,noun,A1,yarım,yarı,,
halfway,adverb,C1,yarı yolda,,,
hall,noun,A2,salon,,,
halt,verb,C1,durdurmak,,werkwoord — zie ook halt (zelfstandig naamwoord) (to stop),
halt,noun,C1,durma,,zelfstandig naamwoord — zie ook halt (werkwoord) (a stop),
hand,noun,A1,el,,zelfstandig naamwoord — zie ook hand (werkwoord) (the body part),
hand,verb,B1,uzatmak (vermek),,werkwoord — zie ook hand (zelfstandig naamwoord) (to pass something to someone),
handful,noun,C1,avuç dolusu,az sayıda,,
handle,verb,B2,idare etmek,,"werkwoord — zie ook handle (zelfstandig naamwoord) (to deal with, manage)",
handle,noun,B2,sap (tutamak),,zelfstandig naamwoord — zie ook handle (werkwoord) (the part you hold onto),
handling,noun,C1,idare etme,işleme,,
handy,adjective,C1,kullanışlı,,,
hang,verb,B1,asmak,,,
happen,verb,A1,olmak (gerçekleşmek),,,
happily,adverb,A2,mutlu bir şekilde,,,
happiness,noun,B1,mutluluk,,,
happy,adjective,A1,mutlu,,,
harassment,noun,C1,taciz,,,
harbor,noun,B2,liman,,,
hard,adjective,A1,zor,,bijvoeglijk naamwoord (moeilijk) — zie ook hard (fysiek hard),
hard,adjective,B1,sert,,bijvoeglijk naamwoord (fysiek hard/stevig) — zie ook hard (moeilijk),
hardly,adverb,B1,neredeyse hiç,,,
hardware,noun,C1,donanım,,,
harm,noun,B2,zarar,,"zelfstandig naamwoord — zie ook harm (werkwoord) (damage, injury)",
harm,verb,B2,zarar vermek,,"werkwoord — zie ook harm (zelfstandig naamwoord) (to damage, injure)",
harmful,adjective,B2,zararlı,,,
harmony,noun,C1,uyum,ahenk,,
harsh,adjective,C1,sert,acımasız,,
harvest,noun,C1,hasat,,zelfstandig naamwoord — zie ook harvest (werkwoord) (the gathering of crops),
harvest,verb,C1,hasat etmek,,werkwoord — zie ook harvest (zelfstandig naamwoord) (to gather crops),
hat,noun,A1,şapka,,,
hate,verb,A1,nefret etmek,,werkwoord — zie ook hate (zelfstandig naamwoord) (to dislike strongly),
hate,noun,B1,nefret,,zelfstandig naamwoord — zie ook hate (werkwoord) (strong dislike),
hatred,noun,C1,nefret,,,
haunt,verb,C1,musallat olmak,,,
have,verb,A1,sahip olmak,,,
have to,modal verb,A1,zorunda olmak,,,
hazard,noun,C1,tehlike,risk,,
he,pronoun,A1,o (erkek),,,
head,noun,A1,kafa,,zelfstandig naamwoord — zie ook head (werkwoord) (the top part of the body),
head,verb,B1,yönelmek,,"werkwoord (ergens naartoe gaan) — zie ook head (leiden) (to move toward, or to lead)",
head,verb,B2,yönetmek,,"werkwoord (een organisatie leiden) — zie ook head (ergens naartoe gaan) (to move toward, or to lead)",
headache,noun,A2,baş ağrısı,,,
headline,noun,B1,manşet,,,
headquarters,noun,B2,genel merkez,,,
heal,verb,B2,iyileşmek,iyileştirmek,,
health,noun,A1,sağlık,,,
healthcare,noun,B2,sağlık hizmeti,,,
healthy,adjective,A1,sağlıklı,,,
hear,verb,A1,duymak,,,
hearing,noun,B2,işitme,,"zelfstandig naamwoord (het gehoor, zintuig) — zie ook hearing (rechtszitting)",
hearing,noun,C1,duruşma,,zelfstandig naamwoord (rechtszitting) — zie ook hearing (gehoor),
heart,noun,A2,kalp,,,
heat,noun,A2,sıcaklık,ısı,"zelfstandig naamwoord — zie ook heat (werkwoord) (warmth, high temperature)",
heat,verb,A2,ısıtmak,,werkwoord — zie ook heat (zelfstandig naamwoord) (to make hot),
heating,noun,B1,ısıtma,,,
heaven,noun,B2,cennet,,,
heavily,adverb,B1,ağır bir şekilde,yoğun olarak,,
heavy,adjective,A2,ağır,,,
heel,noun,B2,topuk,,,
height,noun,A2,yükseklik,boy,,
heighten,verb,C1,artırmak,yoğunlaştırmak,,
helicopter,noun,B1,helikopter,,,
hell,noun,B2,cehennem,,,
hello,exclamation,A1,merhaba,,,
helmet,noun,B2,kask,,,
help,verb,A1,yardım etmek,,werkwoord — zie ook help (zelfstandig naamwoord) (to assist),
help,noun,A1,yardım,,zelfstandig naamwoord — zie ook help (werkwoord) (assistance),
helpful,adjective,A2,yardımsever,yararlı,,
hence,adverb,B2,bu nedenle,dolayısıyla,,
her,pronoun,A1,onu (kadın),onun,,
herb,noun,B2,ot,şifalı bitki,,
here,adverb,A1,burada,,,
heritage,noun,C1,miras,,,
hero,noun,A2,kahraman,,,
hers,pronoun,A2,onunki (kadın),,,
herself,pronoun,A2,kendisi (kadın),,,
hesitate,verb,B2,tereddüt etmek,,,
hey,exclamation,A1,hey,,,
hi,exclamation,A1,selam,,,
hidden,adjective,B2,gizli,saklı,,
hide,verb,A2,saklanmak,saklamak,,
hierarchy,noun,C1,hiyerarşi,,,
high,adjective,A1,yüksek,,"bijvoeglijk naamwoord — zie ook high (bijwoord/zelfstandig) (tall, far up)",
high,adverb,A2,yükseğe,,bijwoord — zie ook high (bijvoeglijk/zelfstandig) (to/at a high position),
high-profile,adjective,C1,yüksek profilli,tanınmış,,
highlight,verb,B1,vurgulamak,,werkwoord — zie ook highlight (zelfstandig naamwoord) (to draw attention to),
highlight,noun,B1,öne çıkan nokta,,zelfstandig naamwoord — zie ook highlight (werkwoord) (the best/most notable part),
highly,adverb,B1,son derece,,,
highway,noun,B1,otoyol,,,
hilarious,adjective,B2,çok komik,,,
hill,noun,A2,tepe,,,
him,pronoun,A1,onu (erkek),,,
himself,pronoun,A2,kendisi (erkek),,,
hint,noun,C1,ipucu,,zelfstandig naamwoord — zie ook hint (werkwoord) (a small clue),
hint,verb,C1,ima etmek,,werkwoord — zie ook hint (zelfstandig naamwoord) (to suggest indirectly),
hip,noun,B2,kalça,,,
hire,noun,B2,kiralama,,zelfstandig naamwoord — zie ook hire (werkwoord) (the act of renting/employing),
hire,verb,B1,işe almak,,"werkwoord (iemand aannemen als werknemer) — zie ook hire (huren) (to employ, or to rent)",
hire,verb,B2,kiralamak,,"werkwoord (huren, Brits Engels bv. een auto) — zie ook hire (aannemen) (to employ, or to rent)",
his,determiner,A1,onun (erkek),,,
historian,noun,B2,tarihçi,,,
historic,adjective,B1,tarihi (önemli),,,
historical,adjective,B1,tarihi (geçmişe ait),,,
history,noun,A1,tarih,,,
hit,verb,A2,vurmak,,werkwoord — zie ook hit (zelfstandig naamwoord) (to strike),
hit,noun,A2,vuruş,,"zelfstandig naamwoord (een klap/slag) — zie ook hit (succesnummer) (a strike, or a popular success)",
hit,noun,B1,hit,,"zelfstandig naamwoord (succesvol nummer/lied) — zie ook hit (klap) (a strike, or a popular success)",
hobby,noun,A1,hobi,,,
hockey,noun,A2,hokey,,,
hold,verb,A2,tutmak,,"werkwoord — zie ook hold (zelfstandig naamwoord) (to grip, keep in one's hands)",
hold,noun,B2,tutuş,,zelfstandig naamwoord (greep) — zie ook hold (controle) (a grip),
hold,noun,C1,kontrol,,zelfstandig naamwoord (controle/macht over iets) — zie ook hold (greep) (a grip),
hole,noun,A2,delik,,zelfstandig naamwoord (gat in een voorwerp) — zie ook hole (kuil),
hole,noun,B1,çukur,,zelfstandig naamwoord (kuil/gat in de grond) — zie ook hole (gat in voorwerp),
holiday,noun,A2,tatil,,,
hollow,adjective,B2,içi boş,,,
holy,adjective,B2,kutsal,,,
home,noun,A1,ev,,,
homeland,noun,C1,anavatan,vatan,,
homeless,adjective,B2,evsiz,,,
homework,noun,A1,ev ödevi,,,
honest,adjective,B1,dürüst,,,
honesty,noun,B2,dürüstlük,,,
honey,noun,B2,bal,,,
honor,noun,B2,onur,,zelfstandig naamwoord — zie ook honor (werkwoord) (great respect),
honor,verb,B2,onurlandırmak,,werkwoord — zie ook honor (zelfstandig naamwoord) (to show great respect to),
hook,verb,B2,asmak (kancaya),,werkwoord — zie ook hook (zelfstandig naamwoord) (to catch/hang with a hook),
hook,noun,B2,kanca,,zelfstandig naamwoord (algemene haak) — zie ook hook (vishaak) (a curved device for catching/hanging),
hook,noun,C1,olta iğnesi,,zelfstandig naamwoord (vishaak) — zie ook hook (algemene haak) (a curved device for catching/hanging),
hope,verb,A1,ummak,,werkwoord — zie ook hope (zelfstandig naamwoord) (to wish for something good),
hope,noun,A2,umut,,zelfstandig naamwoord — zie ook hope (werkwoord) (a wish for something good),
hopeful,adjective,C1,umutlu,,,
hopefully,adverb,B2,umarım,,,
horizon,noun,C1,ufuk,,,
horn,noun,C1,boynuz,,zelfstandig naamwoord (dierenhoorn) — zie ook horn (claxon),
horn,noun,C1,korna,,zelfstandig naamwoord (autoclaxon) — zie ook horn (dierenhoorn),
horrible,adjective,B1,korkunç,berbat,,
horror,noun,B1,dehşet,korku (tür),,
horse,noun,A1,at,,,
hospital,noun,A1,hastane,,,
host,verb,B2,ev sahipliği yapmak,,"werkwoord — zie ook host (zelfstandig naamwoord) (to welcome guests, organize an event)",
host,noun,B1,ev sahibi,,zelfstandig naamwoord (gastheer van een bijeenkomst) — zie ook host (presentator) (someone who welcomes guests),
host,noun,B2,sunucu,,zelfstandig naamwoord (presentator van een tv-/radioprogramma) — zie ook host (gastheer) (someone who welcomes guests),
hostage,noun,C1,rehine,,,
hostile,adjective,C1,düşmanca,hasmane,,
hostility,noun,C1,düşmanlık,husumet,,
hot,adjective,A1,sıcak,,,
hotel,noun,A1,otel,,,
hour,noun,A1,saat (zaman),,,
house,noun,A1,ev,,zelfstandig naamwoord — zie ook house (werkwoord) (a building people live in),
house,verb,A1,barındırmak,,werkwoord — zie ook house (zelfstandig naamwoord) (to provide space for),
household,noun,B2,hane,ev halkı,,
housing,noun,B2,konut,,,
how,adverb,A1,nasıl,,,
however,adverb,A1,ancak (fakat),,,
huge,adjective,A2,devasa,,,
human,adjective,A2,insani,insan,,
humanitarian,adjective,C1,insani,,,
humanity,noun,C1,insanlık,,,
humble,adjective,C1,alçakgönüllü,mütevazı,,
humor,noun,B2,mizah,,,
humorous,adjective,B2,mizahi,komik,,
hundred,number,A1,yüz (sayı),,,
hunger,noun,B2,açlık,,,
hungry,adjective,A1,aç,,,
hunt,verb,B1,avlamak,,"werkwoord — zie ook hunt (zelfstandig naamwoord) (to chase animals for food/sport, or search)",
hunt,noun,B2,av,,zelfstandig naamwoord — zie ook hunt (werkwoord) (the chase of animals for food/sport),
hunting,noun,B2,avcılık,,,
hurricane,noun,B1,kasırga,,,
hurry,noun,B1,acele,,zelfstandig naamwoord — zie ook hurry (werkwoord) (the state of rushing),
hurry,verb,B1,acele etmek,,werkwoord — zie ook hurry (zelfstandig naamwoord) (to rush),
hurt,verb,A2,incitmek,canını yakmak,"werkwoord — zie ook hurt (bijvoeglijk/zelfstandig) (to injure, cause pain)",
hurt,adjective,A2,incinmiş,,"bijvoeglijk naamwoord — zie ook hurt (werkwoord/zelfstandig) (injured, in pain)",
husband,noun,A1,koca,eş (erkek),,
hydrogen,noun,C1,hidrojen,,,
hypothesis,noun,B2,hipotez,varsayım,,
ice,noun,A1,buz,,,
ice cream,noun,A1,dondurma,,,
icon,noun,B2,simge,ikon,,
idea,noun,A1,fikir,,,
ideal,adjective,A2,ideal,,bijvoeglijk naamwoord — zie ook ideal (zelfstandig) (perfect for a purpose),
ideal,noun,B2,ideal (kavram),,zelfstandig naamwoord — zie ook ideal (bijvoeglijk) (a perfect standard),
identical,adjective,B2,özdeş,aynı,,
identification,noun,C1,kimlik tespiti,,zelfstandig naamwoord (het identificatieproces) — zie ook identification (identiteitsbewijs),
identification,noun,C1,kimlik belgesi,,zelfstandig naamwoord (identiteitsbewijs/ID) — zie ook identification (proces),
identify,verb,A2,tanımlamak,belirlemek,,
identity,noun,B1,kimlik,,,
ideological,adjective,C1,ideolojik,,,
ideology,noun,C1,ideoloji,,,
if,conjunction,A1,eğer,,,
ignorance,noun,C1,cehalet,bilgisizlik,,
ignore,verb,B1,görmezden gelmek,,,
ill,adjective,A2,hasta,,,
illegal,adjective,B1,yasadışı,,,
